,index,Name,Age,Wage,Skill Moves,Height(cm),Weight(cm),Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,High,Medium,Low
12777,12777,M. Salisu,19,2000,2.0,185.42,79.8336,22.0,22.0,58.0,52.0,22.0,44.0,33.0,27.0,27.0,47.0,68.0,65.0,51.0,59.0,58.0,45.0,70.0,64.0,73.0,24.0,64.0,64.0,25.0,24.0,37.0,48.0,61.0,64.0,62.0,7.0,7.0,11.0,10.0,6.0,0,1,1
12778,12778,P. Gori,38,1000,1.0,187.96,83.0088,12.0,19.0,14.0,36.0,16.0,16.0,10.0,19.0,28.0,24.0,35.0,35.0,52.0,67.0,31.0,36.0,51.0,41.0,54.0,17.0,44.0,26.0,16.0,43.0,17.0,47.0,11.0,15.0,9.0,56.0,59.0,64.0,69.0,59.0,0,1,0
12779,12779,D. Djigla,22,1000,3.0,175.26,73.0296,55.0,60.0,46.0,57.0,65.0,66.0,68.0,69.0,50.0,63.0,87.0,90.0,81.0,52.0,53.0,72.0,73.0,64.0,58.0,69.0,53.0,18.0,56.0,47.0,61.0,58.0,47.0,25.0,18.0,7.0,13.0,9.0,11.0,6.0,0,1,0
12780,12780,T. Okamoto,26,2000,2.0,175.26,73.0296,53.0,44.0,60.0,51.0,35.0,52.0,30.0,26.0,47.0,55.0,75.0,75.0,75.0,62.0,67.0,53.0,80.0,76.0,75.0,40.0,57.0,59.0,49.0,46.0,30.0,52.0,60.0,65.0,64.0,6.0,10.0,15.0,6.0,7.0,1,0,0
12781,12781,J. Green,23,2000,3.0,167.64000000000001,72.1224,60.0,51.0,49.0,58.0,51.0,64.0,53.0,48.0,53.0,62.0,89.0,89.0,92.0,46.0,90.0,63.0,51.0,72.0,46.0,46.0,45.0,28.0,55.0,53.0,55.0,51.0,28.0,36.0,32.0,13.0,10.0,6.0,9.0,13.0,0,1,0
12782,12782,Toni Moya,20,6000,3.0,180.34,74.844,44.0,58.0,45.0,66.0,38.0,64.0,44.0,47.0,60.0,67.0,66.0,65.0,64.0,64.0,66.0,52.0,65.0,51.0,53.0,53.0,58.0,52.0,59.0,67.0,51.0,58.0,58.0,48.0,47.0,9.0,13.0,9.0,6.0,11.0,0,1,0
12783,12783,J. Gaspar,21,7000,2.0,172.72,58.0608,64.0,40.0,58.0,60.0,36.0,69.0,45.0,37.0,38.0,60.0,84.0,79.0,79.0,54.0,87.0,56.0,85.0,66.0,45.0,36.0,79.0,62.0,50.0,48.0,37.0,48.0,56.0,56.0,58.0,13.0,11.0,10.0,8.0,9.0,1,1,0
12784,12784,D. Suga,19,1000,3.0,170.18,68.9472,70.0,61.0,51.0,69.0,58.0,68.0,65.0,56.0,61.0,67.0,67.0,72.0,67.0,65.0,75.0,63.0,60.0,75.0,64.0,56.0,44.0,42.0,53.0,63.0,30.0,54.0,59.0,55.0,47.0,8.0,6.0,10.0,5.0,7.0,1,1,0
12785,12785,R. Aabid,26,1000,3.0,177.8,71.2152,57.0,57.0,42.0,59.0,51.0,67.0,55.0,45.0,53.0,65.0,79.0,75.0,78.0,52.0,78.0,55.0,49.0,54.0,58.0,48.0,36.0,23.0,58.0,58.0,53.0,54.0,40.0,28.0,25.0,9.0,12.0,8.0,8.0,14.0,0,1,0
12786,12786,E. Benavidez,29,1000,3.0,177.8,78.0192,58.0,40.0,39.0,71.0,33.0,63.0,70.0,66.0,70.0,67.0,52.0,55.0,56.0,66.0,65.0,31.0,55.0,53.0,71.0,33.0,65.0,58.0,43.0,63.0,67.0,66.0,66.0,59.0,53.0,10.0,14.0,11.0,11.0,15.0,1,1,0
12787,12787,A. Cisak,29,2000,1.0,190.5,92.988,14.0,14.0,11.0,24.0,15.0,15.0,14.0,19.0,23.0,22.0,57.0,58.0,56.0,60.0,47.0,24.0,73.0,34.0,67.0,14.0,34.0,26.0,16.0,44.0,19.0,50.0,13.0,14.0,15.0,65.0,59.0,63.0,64.0,63.0,0,1,0
12788,12788,J. Davenport,19,3000,2.0,177.8,73.0296,53.0,33.0,45.0,66.0,28.0,57.0,55.0,60.0,63.0,61.0,64.0,66.0,66.0,60.0,69.0,61.0,72.0,69.0,63.0,42.0,60.0,58.0,41.0,59.0,41.0,54.0,58.0,64.0,61.0,5.0,5.0,9.0,7.0,7.0,0,1,0
12789,12789,Liu Yiming,23,4000,2.0,190.5,82.1016,28.0,17.0,59.0,52.0,25.0,28.0,29.0,27.0,21.0,40.0,53.0,47.0,46.0,54.0,46.0,46.0,69.0,66.0,86.0,18.0,69.0,61.0,21.0,28.0,38.0,56.0,59.0,60.0,61.0,14.0,7.0,11.0,15.0,13.0,1,0,1
12790,12790,C. Laprevotte,25,3000,2.0,180.34,73.0296,53.0,54.0,41.0,64.0,47.0,59.0,46.0,43.0,63.0,62.0,70.0,71.0,71.0,62.0,73.0,59.0,63.0,66.0,67.0,53.0,62.0,61.0,52.0,66.0,49.0,51.0,60.0,61.0,60.0,11.0,8.0,8.0,7.0,6.0,0,1,0
12791,12791,Y. Dhanda,19,3000,2.0,172.72,64.8648,54.0,62.0,34.0,65.0,53.0,68.0,62.0,58.0,62.0,61.0,68.0,70.0,78.0,54.0,80.0,60.0,73.0,53.0,38.0,59.0,50.0,25.0,46.0,64.0,61.0,54.0,45.0,53.0,54.0,6.0,10.0,9.0,12.0,8.0,0,1,0
12792,12792,L. Sapetti,29,2000,2.0,175.26,69.8544,39.0,26.0,65.0,42.0,31.0,60.0,40.0,39.0,31.0,61.0,69.0,57.0,59.0,72.0,73.0,34.0,86.0,63.0,51.0,28.0,55.0,67.0,45.0,59.0,47.0,43.0,63.0,71.0,68.0,9.0,7.0,14.0,8.0,9.0,0,1,0
12793,12793,Brugui,21,2000,2.0,172.72,68.04,55.0,60.0,58.0,60.0,52.0,61.0,58.0,57.0,56.0,59.0,85.0,83.0,85.0,63.0,72.0,59.0,67.0,71.0,64.0,58.0,55.0,40.0,63.0,58.0,61.0,60.0,29.0,49.0,48.0,12.0,5.0,14.0,7.0,6.0,0,1,0
12794,12794,A. Marino,29,1000,2.0,187.96,83.916,44.0,31.0,60.0,49.0,34.0,26.0,27.0,29.0,46.0,48.0,54.0,60.0,34.0,61.0,42.0,54.0,70.0,59.0,89.0,23.0,62.0,64.0,22.0,35.0,31.0,62.0,58.0,60.0,56.0,5.0,14.0,11.0,12.0,5.0,0,1,0
12795,12795,P. Malicsek,21,2000,2.0,177.8,69.8544,49.0,46.0,53.0,68.0,42.0,62.0,55.0,43.0,63.0,67.0,66.0,68.0,68.0,67.0,70.0,59.0,59.0,77.0,59.0,48.0,63.0,59.0,58.0,65.0,45.0,61.0,55.0,54.0,55.0,8.0,9.0,7.0,7.0,16.0,1,1,0
12796,12796,F. Schubert,23,2000,2.0,193.04,79.8336,31.0,67.0,58.0,52.0,39.0,48.0,48.0,32.0,39.0,56.0,70.0,72.0,55.0,61.0,54.0,70.0,66.0,69.0,87.0,52.0,38.0,30.0,55.0,42.0,49.0,46.0,41.0,15.0,20.0,9.0,13.0,8.0,7.0,13.0,1,1,0
12797,12797,A. Yasser,24,1000,2.0,182.88,77.112,34.0,17.0,58.0,61.0,25.0,28.0,20.0,22.0,48.0,48.0,50.0,48.0,58.0,51.0,63.0,36.0,76.0,66.0,69.0,22.0,60.0,55.0,24.0,44.0,26.0,46.0,63.0,70.0,63.0,9.0,7.0,8.0,8.0,11.0,1,0,1
12798,12798,L. Lämmel,20,1000,2.0,177.8,69.8544,60.0,45.0,57.0,67.0,53.0,63.0,68.0,66.0,63.0,62.0,73.0,68.0,65.0,62.0,68.0,62.0,65.0,68.0,55.0,54.0,63.0,61.0,52.0,58.0,53.0,62.0,59.0,62.0,62.0,14.0,9.0,7.0,6.0,8.0,0,1,0
12799,12799,D. Grainger,31,3000,2.0,177.8,78.0192,58.0,45.0,61.0,64.0,37.0,60.0,67.0,74.0,57.0,52.0,53.0,71.0,75.0,56.0,62.0,69.0,67.0,85.0,64.0,62.0,63.0,63.0,55.0,49.0,53.0,66.0,60.0,62.0,61.0,11.0,6.0,13.0,14.0,10.0,1,1,0
12800,12800,P. Neumann,20,3000,2.0,193.04,82.1016,60.0,30.0,60.0,59.0,34.0,61.0,45.0,22.0,46.0,56.0,61.0,64.0,54.0,59.0,48.0,36.0,55.0,65.0,70.0,41.0,61.0,59.0,54.0,45.0,43.0,46.0,65.0,65.0,63.0,14.0,12.0,12.0,10.0,7.0,1,1,0
12801,12801,C. Ngonge,18,2000,3.0,177.8,64.8648,42.0,62.0,55.0,53.0,37.0,67.0,53.0,30.0,38.0,66.0,76.0,78.0,75.0,60.0,74.0,65.0,63.0,62.0,60.0,64.0,50.0,40.0,58.0,43.0,60.0,60.0,11.0,35.0,35.0,15.0,7.0,10.0,7.0,8.0,0,1,0
12802,12802,Domingos Quina,18,4000,3.0,175.26,66.2256,54.0,50.0,34.0,60.0,48.0,68.0,58.0,50.0,58.0,67.0,74.0,65.0,77.0,58.0,83.0,58.0,51.0,61.0,40.0,60.0,53.0,42.0,55.0,62.0,48.0,59.0,31.0,42.0,36.0,12.0,11.0,8.0,12.0,6.0,0,1,0
12803,12803,L. Sörensen,18,3000,2.0,185.42,78.0192,55.0,48.0,62.0,70.0,42.0,59.0,49.0,45.0,66.0,59.0,63.0,65.0,60.0,59.0,57.0,61.0,61.0,54.0,56.0,45.0,63.0,58.0,47.0,59.0,56.0,56.0,57.0,64.0,64.0,11.0,11.0,9.0,13.0,11.0,0,1,0
12804,12804,Y. Lawal,20,2000,3.0,172.72,77.112,58.0,62.0,34.0,57.0,48.0,76.0,41.0,38.0,44.0,63.0,82.0,77.0,81.0,70.0,75.0,59.0,83.0,48.0,47.0,39.0,67.0,22.0,49.0,43.0,52.0,67.0,29.0,28.0,25.0,10.0,8.0,10.0,13.0,8.0,1,1,0
12805,12805,S. McCartan,24,2000,2.0,177.8,73.9368,56.0,58.0,49.0,58.0,52.0,61.0,70.0,68.0,58.0,59.0,91.0,88.0,79.0,62.0,83.0,62.0,64.0,76.0,59.0,59.0,52.0,26.0,62.0,58.0,59.0,62.0,41.0,26.0,22.0,7.0,8.0,11.0,7.0,11.0,1,1,0
12806,12806,M. Rasner,23,3000,3.0,177.8,72.1224,54.0,56.0,49.0,64.0,63.0,65.0,46.0,45.0,63.0,66.0,68.0,63.0,72.0,61.0,73.0,70.0,62.0,74.0,56.0,64.0,53.0,60.0,53.0,51.0,48.0,60.0,58.0,62.0,60.0,8.0,12.0,8.0,5.0,14.0,1,1,0
12807,12807,M. Facchinetti,27,3000,2.0,182.88,79.8336,63.0,36.0,48.0,61.0,36.0,51.0,29.0,19.0,55.0,59.0,70.0,68.0,67.0,52.0,62.0,62.0,59.0,75.0,68.0,40.0,62.0,66.0,52.0,45.0,51.0,63.0,55.0,62.0,63.0,11.0,15.0,9.0,7.0,8.0,0,1,0
12808,12808,Park Jong Jin,31,1000,2.0,177.8,73.9368,58.0,56.0,56.0,59.0,48.0,58.0,48.0,58.0,58.0,56.0,83.0,77.0,74.0,67.0,70.0,56.0,76.0,82.0,68.0,48.0,38.0,64.0,62.0,52.0,59.0,55.0,25.0,52.0,51.0,9.0,16.0,10.0,13.0,15.0,0,1,0
12809,12809,E. Lee,23,2000,3.0,180.34,72.1224,50.0,63.0,58.0,59.0,60.0,66.0,48.0,57.0,46.0,64.0,70.0,72.0,66.0,56.0,68.0,61.0,57.0,61.0,63.0,62.0,56.0,26.0,62.0,58.0,60.0,59.0,35.0,27.0,24.0,14.0,8.0,15.0,14.0,9.0,0,1,0
12810,12810,M. Al Saiari,25,6000,2.0,182.88,83.916,44.0,63.0,68.0,62.0,47.0,60.0,46.0,52.0,57.0,58.0,70.0,71.0,65.0,58.0,58.0,59.0,81.0,69.0,72.0,55.0,60.0,36.0,62.0,44.0,40.0,55.0,33.0,28.0,35.0,7.0,7.0,10.0,10.0,7.0,0,1,0
12811,12811,G. Singh Sandhu,26,0,1.0,193.04,89.8128,20.0,13.0,18.0,24.0,16.0,13.0,14.0,20.0,27.0,23.0,42.0,40.0,38.0,65.0,37.0,14.0,51.0,36.0,70.0,13.0,23.0,23.0,16.0,40.0,15.0,57.0,19.0,15.0,11.0,63.0,59.0,59.0,62.0,64.0,0,1,0
12812,12812,J. Pendant,21,1000,2.0,177.8,63.9576,62.0,31.0,48.0,59.0,30.0,59.0,29.0,32.0,55.0,43.0,69.0,65.0,56.0,57.0,76.0,25.0,57.0,73.0,58.0,33.0,54.0,63.0,50.0,34.0,34.0,53.0,63.0,69.0,65.0,8.0,15.0,14.0,12.0,8.0,0,1,0
12813,12813,A. Gaich,19,2000,2.0,190.5,78.9264,38.0,65.0,63.0,59.0,46.0,58.0,41.0,38.0,33.0,65.0,58.0,60.0,57.0,60.0,48.0,55.0,62.0,59.0,70.0,57.0,30.0,19.0,66.0,52.0,61.0,56.0,17.0,15.0,21.0,8.0,7.0,7.0,14.0,14.0,0,1,0
12814,12814,S. Sosa,18,2000,3.0,177.8,71.2152,61.0,50.0,46.0,63.0,50.0,68.0,48.0,56.0,57.0,65.0,67.0,64.0,63.0,58.0,67.0,60.0,39.0,60.0,57.0,45.0,40.0,23.0,58.0,55.0,52.0,68.0,40.0,33.0,40.0,11.0,13.0,15.0,9.0,13.0,0,1,0
12815,12815,A. Elogo,23,1000,3.0,177.8,72.1224,52.0,56.0,45.0,56.0,54.0,71.0,51.0,45.0,45.0,68.0,82.0,83.0,77.0,52.0,76.0,67.0,67.0,53.0,65.0,57.0,45.0,20.0,56.0,53.0,63.0,52.0,40.0,27.0,32.0,13.0,7.0,10.0,13.0,6.0,0,1,0
12816,12816,A. Abdu Jaber,21,4000,2.0,177.8,69.8544,39.0,66.0,61.0,49.0,64.0,61.0,59.0,39.0,40.0,59.0,70.0,69.0,59.0,60.0,74.0,62.0,63.0,63.0,57.0,63.0,29.0,15.0,62.0,55.0,68.0,49.0,17.0,13.0,15.0,7.0,11.0,7.0,6.0,12.0,0,1,1
12817,12817,D. Stojanović,24,2000,1.0,195.57999999999998,88.9056,16.0,12.0,17.0,30.0,19.0,17.0,17.0,15.0,18.0,20.0,34.0,42.0,34.0,52.0,35.0,24.0,50.0,34.0,60.0,14.0,24.0,18.0,10.0,27.0,21.0,58.0,12.0,19.0,11.0,65.0,60.0,59.0,59.0,68.0,0,1,0
12818,12818,T. Rieder,24,4000,2.0,185.42,77.112,38.0,27.0,58.0,43.0,38.0,30.0,31.0,38.0,39.0,41.0,52.0,54.0,58.0,58.0,62.0,46.0,67.0,57.0,69.0,30.0,61.0,57.0,29.0,32.0,48.0,47.0,62.0,72.0,67.0,8.0,9.0,10.0,8.0,9.0,0,1,0
12819,12819,A. Keita,20,3000,3.0,187.96,69.8544,40.0,37.0,53.0,64.0,50.0,63.0,52.0,35.0,67.0,66.0,64.0,63.0,68.0,63.0,63.0,70.0,67.0,66.0,75.0,54.0,74.0,61.0,51.0,61.0,40.0,65.0,60.0,54.0,54.0,8.0,8.0,9.0,11.0,8.0,0,1,0
12820,12820,P. Anderson,29,4000,2.0,175.26,64.8648,63.0,56.0,55.0,61.0,49.0,61.0,59.0,61.0,59.0,62.0,72.0,71.0,73.0,60.0,66.0,58.0,75.0,68.0,65.0,58.0,61.0,57.0,60.0,58.0,52.0,58.0,56.0,58.0,56.0,13.0,14.0,14.0,8.0,9.0,1,0,0
12821,12821,S. Kind Mikalsen,25,1000,2.0,185.42,81.1944,60.0,60.0,61.0,59.0,47.0,59.0,58.0,47.0,55.0,62.0,74.0,73.0,70.0,62.0,59.0,63.0,82.0,70.0,73.0,61.0,64.0,66.0,59.0,53.0,50.0,60.0,61.0,63.0,63.0,15.0,6.0,7.0,7.0,8.0,1,0,0
12822,12822,N. Danns,35,2000,2.0,175.26,78.0192,67.0,60.0,55.0,61.0,65.0,60.0,65.0,65.0,60.0,62.0,60.0,61.0,69.0,66.0,75.0,62.0,67.0,71.0,66.0,64.0,72.0,49.0,68.0,63.0,63.0,65.0,53.0,60.0,60.0,6.0,12.0,16.0,14.0,9.0,1,1,0
12823,12823,K. Itakura,21,1000,2.0,185.42,74.844,30.0,16.0,65.0,66.0,24.0,55.0,30.0,40.0,64.0,65.0,73.0,75.0,63.0,55.0,49.0,64.0,77.0,62.0,72.0,24.0,64.0,58.0,41.0,49.0,38.0,52.0,54.0,63.0,58.0,13.0,6.0,9.0,10.0,12.0,0,1,0
12824,12824,M. Derrien,24,1000,2.0,180.34,77.112,33.0,28.0,59.0,56.0,29.0,34.0,31.0,33.0,52.0,39.0,54.0,60.0,44.0,54.0,68.0,47.0,78.0,59.0,70.0,26.0,55.0,61.0,26.0,31.0,48.0,52.0,61.0,69.0,69.0,7.0,7.0,9.0,9.0,11.0,0,1,0
12825,12825,B. Sørmo,21,1000,2.0,187.96,79.8336,54.0,41.0,53.0,61.0,42.0,56.0,44.0,35.0,56.0,57.0,70.0,70.0,65.0,57.0,60.0,53.0,60.0,70.0,71.0,40.0,58.0,61.0,50.0,50.0,47.0,43.0,56.0,66.0,62.0,13.0,10.0,14.0,14.0,13.0,0,1,0
12826,12826,A. Olliero,22,3000,1.0,193.04,84.8232,15.0,17.0,20.0,22.0,20.0,13.0,15.0,18.0,23.0,28.0,47.0,45.0,39.0,53.0,41.0,17.0,59.0,23.0,76.0,17.0,19.0,17.0,12.0,16.0,27.0,48.0,10.0,19.0,16.0,66.0,62.0,59.0,59.0,66.0,0,1,0
12827,12827,T. Bayliss,19,1000,3.0,182.88,78.0192,49.0,46.0,53.0,68.0,42.0,72.0,47.0,35.0,62.0,69.0,79.0,66.0,78.0,56.0,53.0,52.0,59.0,74.0,63.0,41.0,53.0,47.0,57.0,61.0,44.0,68.0,51.0,52.0,50.0,9.0,7.0,8.0,11.0,8.0,0,1,1
12828,12828,Guerrero,16,1000,3.0,180.34,74.844,50.0,51.0,57.0,67.0,42.0,64.0,49.0,43.0,61.0,66.0,60.0,62.0,53.0,62.0,65.0,55.0,62.0,56.0,55.0,50.0,65.0,57.0,57.0,64.0,53.0,55.0,56.0,64.0,58.0,6.0,5.0,10.0,6.0,14.0,0,1,0
12829,12829,I. Quílez,28,2000,2.0,170.18,74.844,54.0,29.0,49.0,36.0,32.0,63.0,39.0,37.0,33.0,58.0,71.0,70.0,81.0,57.0,78.0,33.0,82.0,64.0,60.0,30.0,59.0,73.0,46.0,38.0,49.0,59.0,62.0,66.0,70.0,8.0,7.0,10.0,13.0,8.0,0,1,0
12830,12830,Mario González,22,5000,3.0,182.88,68.04,62.0,62.0,49.0,61.0,48.0,66.0,42.0,38.0,41.0,64.0,68.0,70.0,67.0,59.0,68.0,52.0,62.0,50.0,50.0,56.0,39.0,16.0,60.0,57.0,39.0,53.0,18.0,15.0,18.0,5.0,15.0,15.0,6.0,13.0,0,1,0
12831,12831,S. Herrera,23,1000,2.0,180.34,71.2152,35.0,64.0,57.0,58.0,47.0,58.0,31.0,27.0,39.0,64.0,71.0,72.0,70.0,64.0,69.0,60.0,63.0,64.0,67.0,45.0,32.0,21.0,60.0,57.0,61.0,55.0,20.0,22.0,24.0,6.0,9.0,12.0,15.0,8.0,1,1,0
12832,12832,A. Diop,26,1000,2.0,195.57999999999998,74.844,57.0,56.0,48.0,64.0,59.0,62.0,62.0,56.0,59.0,66.0,63.0,74.0,56.0,64.0,55.0,64.0,30.0,60.0,71.0,62.0,66.0,63.0,59.0,62.0,56.0,63.0,56.0,58.0,54.0,12.0,9.0,15.0,8.0,15.0,0,1,0
12833,12833,S. Murray,24,2000,2.0,175.26,68.04,63.0,58.0,52.0,64.0,56.0,62.0,68.0,66.0,63.0,63.0,69.0,67.0,74.0,64.0,77.0,63.0,53.0,68.0,67.0,61.0,45.0,48.0,60.0,68.0,57.0,66.0,50.0,45.0,41.0,7.0,15.0,14.0,15.0,7.0,1,1,0
12834,12834,L. McAlinden,24,3000,2.0,185.42,73.9368,47.0,63.0,61.0,50.0,57.0,61.0,34.0,44.0,40.0,59.0,79.0,78.0,59.0,58.0,57.0,60.0,65.0,66.0,68.0,57.0,40.0,17.0,60.0,43.0,61.0,58.0,18.0,12.0,21.0,15.0,9.0,13.0,13.0,14.0,1,1,0
12835,12835,J. Tjørnelund,26,2000,2.0,182.88,78.0192,62.0,36.0,31.0,57.0,40.0,55.0,53.0,40.0,49.0,60.0,78.0,74.0,80.0,57.0,56.0,35.0,61.0,66.0,71.0,42.0,64.0,58.0,48.0,55.0,19.0,56.0,57.0,64.0,67.0,12.0,10.0,11.0,8.0,14.0,0,1,0
12836,12836,M. Timlin,33,3000,2.0,177.8,73.9368,57.0,50.0,52.0,64.0,53.0,59.0,45.0,50.0,63.0,61.0,50.0,62.0,66.0,63.0,66.0,60.0,78.0,77.0,72.0,60.0,82.0,60.0,48.0,64.0,42.0,62.0,48.0,61.0,60.0,15.0,13.0,8.0,11.0,12.0,1,1,0
12837,12837,A. Akkaynak,19,1000,3.0,180.34,77.112,52.0,47.0,44.0,69.0,48.0,62.0,51.0,52.0,66.0,63.0,63.0,62.0,71.0,60.0,69.0,58.0,65.0,69.0,67.0,54.0,54.0,59.0,48.0,64.0,45.0,62.0,64.0,53.0,45.0,7.0,8.0,14.0,11.0,14.0,0,1,0
12838,12838,N. Al Subhi,28,4000,2.0,180.34,73.9368,54.0,23.0,65.0,46.0,22.0,47.0,66.0,40.0,22.0,45.0,57.0,62.0,54.0,57.0,50.0,70.0,80.0,76.0,75.0,61.0,71.0,62.0,41.0,33.0,39.0,49.0,58.0,60.0,62.0,11.0,11.0,12.0,10.0,15.0,1,1,0
12839,12839,R. Anane-Gyasi,23,1000,3.0,180.34,74.844,64.0,61.0,49.0,56.0,55.0,66.0,56.0,41.0,44.0,65.0,84.0,79.0,79.0,55.0,82.0,66.0,73.0,63.0,60.0,56.0,39.0,20.0,61.0,41.0,43.0,59.0,33.0,34.0,37.0,12.0,6.0,9.0,12.0,12.0,0,1,0
12840,12840,L. Kinsella,22,2000,2.0,175.26,74.844,57.0,47.0,55.0,63.0,43.0,60.0,56.0,45.0,58.0,63.0,77.0,77.0,76.0,62.0,83.0,59.0,75.0,88.0,65.0,54.0,76.0,64.0,57.0,61.0,52.0,68.0,66.0,66.0,62.0,16.0,11.0,15.0,8.0,10.0,1,1,0
12841,12841,M. Ratajczak,36,1000,1.0,187.96,84.8232,15.0,12.0,20.0,24.0,12.0,13.0,14.0,11.0,23.0,22.0,40.0,47.0,38.0,66.0,31.0,23.0,64.0,30.0,71.0,13.0,37.0,16.0,14.0,28.0,22.0,40.0,16.0,11.0,11.0,62.0,64.0,35.0,64.0,64.0,0,1,0
12842,12842,Diga,20,2000,2.0,172.72,68.9472,57.0,27.0,42.0,54.0,27.0,58.0,55.0,26.0,43.0,62.0,70.0,68.0,78.0,67.0,79.0,64.0,73.0,54.0,51.0,21.0,57.0,66.0,49.0,34.0,31.0,54.0,63.0,65.0,61.0,10.0,10.0,10.0,12.0,11.0,0,1,0
12843,12843,M. Yandaş,23,3000,3.0,175.26,73.0296,54.0,58.0,46.0,65.0,47.0,66.0,62.0,50.0,63.0,68.0,61.0,65.0,60.0,61.0,73.0,56.0,51.0,58.0,61.0,37.0,48.0,23.0,61.0,57.0,60.0,64.0,41.0,47.0,60.0,11.0,5.0,9.0,6.0,13.0,0,1,0
12844,12844,S. Oum Gouet,20,2000,2.0,185.42,76.2048,42.0,44.0,64.0,65.0,41.0,58.0,45.0,43.0,58.0,62.0,68.0,65.0,52.0,65.0,75.0,63.0,65.0,65.0,75.0,54.0,62.0,60.0,43.0,56.0,41.0,57.0,59.0,61.0,53.0,10.0,9.0,5.0,15.0,10.0,0,1,0
12845,12845,Tian Yinong,27,4000,2.0,180.34,73.0296,31.0,21.0,58.0,66.0,28.0,56.0,30.0,27.0,63.0,66.0,78.0,71.0,69.0,57.0,67.0,55.0,77.0,79.0,82.0,20.0,62.0,60.0,62.0,65.0,38.0,48.0,52.0,65.0,61.0,11.0,11.0,14.0,6.0,6.0,1,1,0
12846,12846,A. Omar,25,3000,3.0,175.26,69.8544,65.0,27.0,42.0,62.0,29.0,65.0,52.0,42.0,64.0,64.0,79.0,75.0,77.0,57.0,72.0,45.0,77.0,67.0,60.0,35.0,64.0,56.0,61.0,56.0,32.0,65.0,58.0,60.0,62.0,9.0,7.0,8.0,15.0,13.0,0,1,0
12847,12847,M. Broberg,27,1000,2.0,185.42,73.9368,65.0,58.0,54.0,63.0,55.0,65.0,67.0,57.0,61.0,62.0,71.0,73.0,69.0,62.0,62.0,68.0,53.0,81.0,62.0,65.0,58.0,45.0,66.0,61.0,48.0,64.0,51.0,53.0,46.0,11.0,13.0,10.0,14.0,14.0,0,1,0
12848,12848,M. Caillard,24,3000,1.0,190.5,86.184,13.0,9.0,13.0,32.0,8.0,11.0,15.0,7.0,27.0,24.0,48.0,39.0,34.0,67.0,45.0,21.0,54.0,14.0,80.0,13.0,25.0,15.0,7.0,17.0,18.0,53.0,8.0,15.0,9.0,63.0,59.0,57.0,58.0,65.0,0,1,0
12849,12849,H. Bonmann,24,1000,1.0,193.04,82.1016,11.0,7.0,14.0,22.0,9.0,9.0,11.0,12.0,16.0,13.0,28.0,31.0,32.0,59.0,26.0,23.0,63.0,33.0,69.0,11.0,23.0,11.0,8.0,31.0,23.0,56.0,10.0,14.0,13.0,64.0,59.0,58.0,64.0,64.0,0,1,0
12850,12850,C. Bravo,21,2000,2.0,170.18,72.1224,48.0,44.0,50.0,57.0,38.0,66.0,42.0,38.0,49.0,55.0,73.0,69.0,79.0,57.0,76.0,51.0,68.0,66.0,57.0,39.0,65.0,65.0,48.0,50.0,44.0,49.0,62.0,64.0,66.0,14.0,12.0,8.0,11.0,13.0,1,0,1
12851,12851,H. Rashidi,23,2000,3.0,175.26,68.9472,59.0,58.0,55.0,62.0,55.0,66.0,55.0,34.0,58.0,64.0,78.0,75.0,62.0,62.0,68.0,59.0,62.0,69.0,58.0,59.0,56.0,52.0,63.0,62.0,43.0,66.0,63.0,60.0,59.0,15.0,15.0,7.0,5.0,7.0,0,1,0
12852,12852,Yu Ziqian,33,2000,1.0,193.04,76.2048,27.0,8.0,7.0,31.0,4.0,8.0,40.0,37.0,31.0,32.0,30.0,26.0,38.0,62.0,63.0,6.0,69.0,44.0,66.0,10.0,37.0,12.0,12.0,36.0,37.0,57.0,17.0,22.0,22.0,61.0,63.0,66.0,60.0,65.0,0,1,0
12853,12853,P. Digby,23,3000,2.0,195.57999999999998,69.8544,52.0,48.0,64.0,60.0,41.0,51.0,43.0,41.0,58.0,58.0,70.0,73.0,60.0,60.0,63.0,57.0,76.0,77.0,77.0,48.0,63.0,61.0,48.0,53.0,52.0,62.0,62.0,62.0,58.0,7.0,10.0,7.0,14.0,14.0,1,1,0
12854,12854,G. Fabiano,33,1000,2.0,167.64000000000001,68.04,62.0,61.0,49.0,58.0,53.0,63.0,58.0,51.0,51.0,60.0,74.0,80.0,82.0,62.0,92.0,69.0,50.0,70.0,47.0,55.0,32.0,31.0,61.0,53.0,58.0,54.0,35.0,17.0,15.0,13.0,14.0,10.0,7.0,11.0,1,1,0
12855,12855,E. Andersson,22,1000,3.0,177.8,73.9368,69.0,43.0,32.0,66.0,51.0,64.0,69.0,63.0,66.0,65.0,61.0,61.0,72.0,59.0,74.0,65.0,67.0,65.0,59.0,58.0,45.0,46.0,55.0,66.0,50.0,62.0,47.0,50.0,43.0,8.0,7.0,9.0,15.0,7.0,0,1,0
